日期,市場,產品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
2018/8/8,台北二,芒果 愛文,110.1 ,53.4 ,29.1 ,59.9 ,"11,416 "
2018/8/9,台北二,芒果 愛文,105.1 ,53.0 ,29.5 ,58.7 ,"21,127 "
2018/8/10,台北二,芒果 愛文,98.1 ,51.5 ,31.3 ,56.8 ,"15,660 "
2018/8/11,台北二,芒果 愛文,105.8 ,50.0 ,31.2 ,57.4 ,"21,060 "
2018/8/12,台北二,芒果 愛文,82.2 ,45.9 ,30.7 ,50.1 ,"19,878 "
2018/8/14,台北二,芒果 愛文,90.9 ,43.3 ,27.0 ,49.6 ,"21,433 "
2018/8/15,台北二,芒果 愛文,76.3 ,44.2 ,29.2 ,47.6 ,"11,488 "
2018/8/16,台北二,芒果 愛文,88.8 ,42.8 ,27.9 ,49.0 ,"12,469 "
2018/8/17,台北二,芒果 愛文,85.2 ,44.6 ,28.1 ,49.4 ,"12,272 "
2018/8/18,台北二,芒果 愛文,87.2 ,46.7 ,30.4 ,51.5 ,"12,781 "
2018/8/19,台北二,芒果 愛文,88.0 ,47.1 ,28.6 ,51.6 ,"15,963 "
2018/8/21,台北二,芒果 愛文,92.1 ,43.2 ,27.6 ,49.9 ,"18,289 "
2018/8/22,台北二,芒果 愛文,88.0 ,41.5 ,25.9 ,47.7 ,"13,536 "
2018/8/23,台北二,芒果 愛文,96.4 ,47.8 ,24.8 ,52.9 ,"21,019 "
2018/8/24,台北二,芒果 愛文,85.2 ,45.8 ,25.1 ,49.6 ,"20,996 "
2018/8/25,台北二,芒果 愛文,109.8 ,50.6 ,25.4 ,57.4 ,"15,911 "
2018/8/28,台北二,芒果 愛文,172.5 ,86.3 ,30.7 ,92.4 ,"3,411 "
2018/8/29,台北二,芒果 愛文,194.2 ,89.6 ,31.2 ,98.8 ,"1,463 "
2018/8/30,台北二,芒果 愛文,202.5 ,124.1 ,47.1 ,124.4 ,"1,144 "
2018/8/31,台北二,芒果 愛文,173.8 ,75.8 ,44.5 ,89.2 ,"2,159 "
2018/9/1,台北二,芒果 愛文,193.6 ,56.4 ,27.6 ,78.1 ,"2,460 "
2018/9/2,台北二,芒果 愛文,213.0 ,92.7 ,26.3 ,103.5 ,"1,761 "
2018/9/4,台北二,芒果 愛文,193.7 ,70.6 ,21.3 ,85.3 ,"2,416 "
2018/9/5,台北二,芒果 愛文,196.9 ,70.0 ,19.9 ,85.4 ,917 
2018/9/6,台北二,芒果 愛文,213.8 ,139.0 ,48.7 ,135.9 ,654 
2018/9/7,台北二,芒果 愛文,170.8 ,72.6 ,33.4 ,84.4 ,"1,739 "
2018/9/8,台北二,芒果 愛文,186.1 ,57.7 ,11.1 ,74.0 ,"1,722 "
2018/9/9,台北二,芒果 愛文,212.1 ,100.7 ,9.8 ,104.8 ,851 
2018/9/11,台北二,芒果 愛文,239.4 ,142.8 ,46.4 ,142.9 ,558 
2018/9/12,台北二,芒果 愛文,256.4 ,136.2 ,65.0 ,146.0 ,366 
2018/9/13,台北二,芒果 愛文,249.3 ,127.5 ,45.3 ,135.4 ,408 
2018/9/14,台北二,芒果 愛文,289.6 ,160.0 ,57.9 ,165.5 ,293 
2018/9/15,台北二,芒果 愛文,228.4 ,63.9 ,18.9 ,87.8 ,421 
2018/9/16,台北二,芒果 愛文,267.0 ,140.9 ,43.7 ,146.7 ,389 
2018/9/18,台北二,芒果 愛文,296.3 ,166.3 ,110.9 ,181.2 ,372 
2018/9/19,台北二,芒果 愛文,276.5 ,119.2 ,45.5 ,135.9 ,283 
2018/9/20,台北二,芒果 愛文,279.4 ,192.2 ,120.6 ,195.3 ,204 
2018/9/21,台北二,芒果 愛文,268.6 ,161.7 ,112.1 ,173.1 ,245 
2018/9/22,台北二,芒果 愛文,227.7 ,120.3 ,53.7 ,128.5 ,498 
2018/9/23,台北二,芒果 愛文,196.5 ,105.6 ,52.5 ,113.2 ,438 
2018/9/24,台北二,芒果 愛文,100.0 ,100.0 ,100.0 ,100.0 ,12 
2018/9/27,台北二,芒果 愛文,167.8 ,115.0 ,52.0 ,113.0 ,456 
2018/9/28,台北二,芒果 愛文,182.8 ,139.1 ,62.6 ,132.6 ,222 
2018/9/29,台北二,芒果 愛文,205.2 ,110.7 ,51.9 ,117.8 ,264 
2018/9/30,台北二,芒果 愛文,179.9 ,135.9 ,61.9 ,129.9 ,222 
2019/4/2,台北二,芒果 愛文,140.2 ,78.3 ,47.7 ,84.6 ,"8,591 "
2019/4/3,台北二,芒果 愛文,142.3 ,91.9 ,60.0 ,95.6 ,"5,772 "
2019/4/4,台北二,芒果 愛文,166.7 ,99.8 ,60.7 ,105.3 ,"8,047 "
2019/4/7,台北二,芒果 愛文,161.1 ,92.0 ,51.0 ,97.6 ,"12,606 "
2019/4/9,台北二,芒果 愛文,136.5 ,75.8 ,48.1 ,82.4 ,"12,358 "
2019/4/10,台北二,芒果 愛文,128.3 ,66.6 ,41.8 ,74.0 ,"6,724 "
2019/4/11,台北二,芒果 愛文,124.8 ,66.1 ,41.5 ,72.9 ,"6,697 "
2019/4/12,台北二,芒果 愛文,117.8 ,64.8 ,41.9 ,70.8 ,"7,859 "
2019/4/13,台北二,芒果 愛文,121.5 ,62.6 ,38.5 ,69.5 ,"9,363 "
2019/4/14,台北二,芒果 愛文,120.2 ,62.3 ,36.6 ,68.8 ,"12,619 "
2019/4/16,台北二,芒果 愛文,110.8 ,56.9 ,32.1 ,62.7 ,"17,315 "
2019/4/17,台北二,芒果 愛文,128.7 ,66.8 ,38.5 ,73.5 ,"10,254 "
2019/4/18,台北二,芒果 愛文,131.2 ,72.9 ,46.7 ,79.3 ,"13,693 "
2019/4/19,台北二,芒果 愛文,144.1 ,80.9 ,46.4 ,86.6 ,"12,494 "
2019/4/20,台北二,芒果 愛文,132.2 ,73.3 ,41.3 ,78.7 ,"19,894 "
2019/4/21,台北二,芒果 愛文,115.2 ,64.7 ,35.0 ,68.9 ,"21,019 "
2019/4/23,台北二,芒果 愛文,96.6 ,59.0 ,33.8 ,61.5 ,"33,024 "
2019/4/24,台北二,芒果 愛文,95.5 ,58.4 ,32.4 ,60.6 ,"24,104 "
2019/4/25,台北二,芒果 愛文,80.8 ,55.4 ,34.2 ,56.2 ,"23,907 "
2019/4/26,台北二,芒果 愛文,85.2 ,58.6 ,37.4 ,59.7 ,"22,866 "
2019/4/27,台北二,芒果 愛文,98.4 ,57.9 ,34.0 ,61.2 ,"22,883 "
2019/4/28,台北二,芒果 愛文,97.5 ,59.7 ,34.9 ,62.3 ,"28,237 "
2019/4/30,台北二,芒果 愛文,97.2 ,61.7 ,37.0 ,63.9 ,"31,994 "
2019/5/1,台北二,芒果 愛文,97.4 ,62.9 ,37.5 ,64.7 ,"23,857 "
2019/5/2,台北二,芒果 愛文,90.6 ,60.9 ,36.9 ,62.0 ,"28,235 "
2019/5/3,台北二,芒果 愛文,95.1 ,66.2 ,41.4 ,67.0 ,"22,137 "
2019/5/4,台北二,芒果 愛文,104.4 ,73.9 ,51.1 ,75.4 ,"21,725 "
2019/5/5,台北二,芒果 愛文,111.4 ,78.2 ,51.9 ,79.6 ,"29,366 "
2019/5/7,台北二,芒果 愛文,93.0 ,68.5 ,42.7 ,68.2 ,"36,092 "
2019/5/8,台北二,芒果 愛文,87.5 ,64.2 ,43.8 ,64.7 ,"27,214 "
2019/5/9,台北二,芒果 愛文,77.6 ,55.6 ,36.8 ,56.2 ,"32,047 "
2019/5/10,台北二,芒果 愛文,75.0 ,51.8 ,36.1 ,53.3 ,"41,869 "
2019/5/11,台北二,芒果 愛文,72.5 ,48.9 ,33.3 ,50.5 ,"45,745 "
2019/5/12,台北二,芒果 愛文,63.8 ,46.3 ,30.0 ,46.5 ,"62,249 "
2019/5/14,台北二,芒果 愛文,66.9 ,42.6 ,26.1 ,44.2 ,"61,712 "
2019/5/15,台北二,芒果 愛文,66.0 ,43.5 ,27.7 ,44.8 ,"43,916 "
2019/5/17,台北二,芒果 愛文,74.1 ,47.2 ,29.0 ,48.9 ,"54,197 "
2019/5/18,台北二,芒果 愛文,94.3 ,62.5 ,33.7 ,63.1 ,"32,906 "
2019/5/19,台北二,芒果 愛文,110.3 ,73.8 ,42.4 ,74.8 ,"31,246 "
2019/5/21,台北二,芒果 愛文,105.7 ,68.8 ,41.4 ,70.7 ,"35,458 "
2019/5/22,台北二,芒果 愛文,104.1 ,76.5 ,47.9 ,76.3 ,"18,130 "
2019/5/23,台北二,芒果 愛文,105.2 ,69.5 ,45.3 ,71.8 ,"19,230 "
2019/5/24,台北二,芒果 愛文,114.1 ,71.3 ,41.8 ,74.0 ,"18,332 "
2019/5/25,台北二,芒果 愛文,109.2 ,69.5 ,42.9 ,72.1 ,"25,142 "
2019/5/26,台北二,芒果 愛文,92.2 ,59.4 ,39.4 ,62.0 ,"36,912 "
2019/5/28,台北二,芒果 愛文,77.4 ,50.6 ,32.6 ,52.4 ,"71,233 "
2019/5/29,台北二,芒果 愛文,74.4 ,45.0 ,27.8 ,47.4 ,"41,453 "
2019/5/30,台北二,芒果 愛文,79.4 ,46.7 ,27.0 ,49.3 ,"33,109 "
2019/5/31,台北二,芒果 愛文,93.3 ,57.3 ,32.7 ,59.6 ,"27,117 "
2019/6/1,台北二,芒果 愛文,103.0 ,64.7 ,38.4 ,67.1 ,"29,262 "
2019/6/2,台北二,芒果 愛文,116.3 ,72.2 ,39.6 ,74.5 ,"36,391 "
2019/6/4,台北二,芒果 愛文,112.7 ,69.0 ,38.8 ,71.7 ,"46,241 "
2019/6/5,台北二,芒果 愛文,123.9 ,68.5 ,37.8 ,73.4 ,"35,030 "
2019/6/6,台北二,芒果 愛文,134.9 ,80.6 ,41.0 ,83.6 ,"25,831 "
2019/6/7,台北二,芒果 愛文,132.9 ,85.2 ,48.1 ,87.3 ,"27,129 "
2019/6/8,台北二,芒果 愛文,98.0 ,67.6 ,39.2 ,68.0 ,"37,309 "
2019/6/11,台北二,芒果 愛文,74.0 ,49.1 ,29.8 ,50.2 ,"64,407 "
2019/6/12,台北二,芒果 愛文,69.6 ,49.7 ,27.6 ,49.2 ,"33,944 "
2019/6/13,台北二,芒果 愛文,73.7 ,49.0 ,30.0 ,50.2 ,"29,808 "
2019/6/14,台北二,芒果 愛文,75.3 ,54.1 ,31.2 ,53.8 ,"27,118 "
2019/6/15,台北二,芒果 愛文,95.3 ,59.6 ,33.1 ,61.5 ,"26,983 "
2019/6/16,台北二,芒果 愛文,85.7 ,60.5 ,32.8 ,60.0 ,"49,434 "
2019/6/18,台北二,芒果 愛文,70.6 ,48.3 ,29.5 ,49.0 ,"77,685 "
2019/6/19,台北二,芒果 愛文,59.7 ,41.2 ,26.8 ,42.0 ,"51,817 "
2019/6/20,台北二,芒果 愛文,55.8 ,37.7 ,23.9 ,38.5 ,"44,093 "
2019/6/21,台北二,芒果 愛文,55.0 ,38.6 ,24.9 ,39.2 ,"42,739 "
2019/6/22,台北二,芒果 愛文,55.9 ,38.6 ,25.5 ,39.5 ,"41,296 "
2019/6/23,台北二,芒果 愛文,53.8 ,39.5 ,26.0 ,39.6 ,"47,007 "
2019/6/25,台北二,芒果 愛文,51.8 ,35.1 ,24.6 ,36.4 ,"56,171 "
2019/6/26,台北二,芒果 愛文,57.3 ,39.4 ,24.7 ,40.0 ,"30,547 "
2019/6/27,台北二,芒果 愛文,63.6 ,44.4 ,28.4 ,45.0 ,"23,565 "
2019/6/28,台北二,芒果 愛文,67.0 ,46.2 ,28.1 ,46.7 ,"29,622 "
2019/6/29,台北二,芒果 愛文,60.2 ,44.6 ,26.5 ,44.1 ,"35,929 "
2019/6/30,台北二,芒果 愛文,53.1 ,39.4 ,28.0 ,39.8 ,"54,084 "
2019/7/2,台北二,芒果 愛文,53.5 ,37.1 ,25.3 ,38.0 ,"78,115 "
2019/7/3,台北二,芒果 愛文,51.2 ,34.4 ,23.1 ,35.5 ,"48,607 "
2019/7/4,台北二,芒果 愛文,56.5 ,36.4 ,24.6 ,38.0 ,"37,243 "
2019/7/5,台北二,芒果 愛文,53.1 ,38.0 ,25.4 ,38.5 ,"30,637 "
2019/7/6,台北二,芒果 愛文,56.9 ,42.3 ,28.6 ,42.5 ,"30,469 "
2019/7/7,台北二,芒果 愛文,54.7 ,41.0 ,28.8 ,41.3 ,"35,354 "
2019/7/9,台北二,芒果 愛文,50.3 ,36.9 ,26.9 ,37.6 ,"60,416 "
2019/7/10,台北二,芒果 愛文,50.3 ,36.1 ,25.7 ,36.9 ,"40,026 "
2019/7/11,台北二,芒果 愛文,51.1 ,38.2 ,27.4 ,38.6 ,"34,889 "
2019/7/12,台北二,芒果 愛文,55.4 ,39.2 ,25.4 ,39.7 ,"25,330 "
2019/7/13,台北二,芒果 愛文,63.9 ,47.1 ,28.7 ,46.8 ,"22,079 "
2019/7/14,台北二,芒果 愛文,62.3 ,46.8 ,29.1 ,46.4 ,"33,398 "
2019/7/16,台北二,芒果 愛文,61.2 ,45.9 ,27.9 ,45.4 ,"46,552 "
2019/7/17,台北二,芒果 愛文,76.2 ,50.0 ,29.2 ,51.1 ,"24,552 "
2019/7/18,台北二,芒果 愛文,84.8 ,58.0 ,33.4 ,58.4 ,"16,238 "
2019/7/19,台北二,芒果 愛文,81.8 ,57.3 ,33.0 ,57.4 ,"15,197 "
2019/7/20,台北二,芒果 愛文,94.3 ,59.5 ,34.6 ,61.5 ,"12,831 "
2019/7/21,台北二,芒果 愛文,93.3 ,63.1 ,37.0 ,64.0 ,"16,678 "
2019/7/23,台北二,芒果 愛文,84.8 ,57.3 ,32.5 ,57.8 ,"29,197 "
2019/7/24,台北二,芒果 愛文,76.0 ,51.5 ,25.1 ,51.1 ,"19,786 "
2019/7/25,台北二,芒果 愛文,66.0 ,44.4 ,24.5 ,44.8 ,"27,940 "
2019/7/26,台北二,芒果 愛文,74.4 ,44.4 ,24.6 ,46.4 ,"17,508 "
2019/7/27,台北二,芒果 愛文,87.8 ,42.6 ,20.9 ,47.3 ,"17,170 "
2019/7/28,台北二,芒果 愛文,103.5 ,49.1 ,23.7 ,54.9 ,"12,886 "
2019/7/30,台北二,芒果 愛文,88.5 ,39.1 ,22.2 ,45.6 ,"22,180 "
2019/7/31,台北二,芒果 愛文,77.9 ,44.5 ,23.0 ,46.9 ,"20,623 "
2019/8/1,台北二,芒果 愛文,88.7 ,45.1 ,22.9 ,49.4 ,"18,914 "
2019/8/2,台北二,芒果 愛文,86.3 ,45.9 ,26.0 ,50.0 ,"16,509 "
2019/8/3,台北二,芒果 愛文,86.1 ,50.3 ,28.9 ,53.2 ,"17,179 "
2019/8/4,台北二,芒果 愛文,73.9 ,46.7 ,26.0 ,48.0 ,"18,115 "
2019/8/6,台北二,芒果 愛文,70.3 ,41.2 ,23.6 ,43.5 ,"28,473 "
2019/8/7,台北二,芒果 愛文,62.1 ,38.3 ,23.3 ,40.1 ,"20,556 "
2019/8/8,台北二,芒果 愛文,62.8 ,38.6 ,22.0 ,40.1 ,"24,316 "
2019/8/9,台北二,芒果 愛文,59.3 ,35.3 ,21.1 ,37.3 ,"18,693 "
2019/8/10,台北二,芒果 愛文,64.2 ,39.9 ,23.6 ,41.5 ,"23,945 "
2019/8/11,台北二,芒果 愛文,77.9 ,44.6 ,26.5 ,47.6 ,"24,348 "
2019/8/13,台北二,芒果 愛文,76.3 ,45.5 ,23.9 ,47.3 ,"35,262 "
2019/8/14,台北二,芒果 愛文,72.3 ,46.7 ,23.4 ,47.2 ,"31,921 "
2019/8/15,台北二,芒果 愛文,73.6 ,46.4 ,27.4 ,48.0 ,"29,098 "
2019/8/18,台北二,芒果 愛文,107.4 ,58.2 ,22.8 ,60.9 ,"14,436 "
2019/8/20,台北二,芒果 愛文,100.8 ,55.2 ,30.2 ,59.3 ,"15,848 "
2019/8/21,台北二,芒果 愛文,96.3 ,49.4 ,23.4 ,53.6 ,"8,218 "
2019/8/22,台北二,芒果 愛文,87.4 ,44.3 ,25.0 ,49.1 ,"10,643 "
2019/8/23,台北二,芒果 愛文,72.7 ,44.1 ,22.7 ,45.5 ,"10,002 "
2019/8/24,台北二,芒果 愛文,84.1 ,45.6 ,25.6 ,49.3 ,"9,337 "
2019/8/25,台北二,芒果 愛文,94.3 ,47.1 ,26.8 ,52.5 ,"7,275 "
2019/8/27,台北二,芒果 愛文,109.8 ,47.6 ,23.4 ,55.2 ,"6,799 "
2019/8/28,台北二,芒果 愛文,125.0 ,48.4 ,26.2 ,59.3 ,"4,174 "
2019/8/29,台北二,芒果 愛文,128.4 ,49.5 ,26.2 ,60.6 ,"3,308 "
2019/8/30,台北二,芒果 愛文,143.5 ,68.9 ,31.5 ,76.4 ,"2,192 "
2019/8/31,台北二,芒果 愛文,152.2 ,57.0 ,19.2 ,68.5 ,"1,742 "
2019/9/1,台北二,芒果 愛文,141.7 ,66.3 ,11.9 ,70.5 ,"1,434 "
2019/9/3,台北二,芒果 愛文,153.6 ,88.8 ,38.4 ,91.7 ,"1,793 "
2019/9/4,台北二,芒果 愛文,157.3 ,95.4 ,54.3 ,99.6 ,"1,188 "
2019/9/5,台北二,芒果 愛文,142.6 ,74.2 ,36.8 ,80.4 ,"1,232 "
2019/9/6,台北二,芒果 愛文,187.8 ,81.7 ,33.3 ,93.2 ,"1,027 "
2019/9/7,台北二,芒果 愛文,170.0 ,108.5 ,51.0 ,109.3 ,558 
2019/9/8,台北二,芒果 愛文,171.7 ,84.3 ,30.4 ,91.0 ,625 
2019/9/10,台北二,芒果 愛文,145.1 ,69.1 ,43.0 ,79.1 ,"1,765 "
2019/9/11,台北二,芒果 愛文,117.2 ,46.7 ,29.5 ,57.4 ,"1,116 "
2019/9/12,台北二,芒果 愛文,243.1 ,93.3 ,45.9 ,113.8 ,271 
2019/9/13,台北二,芒果 愛文,178.3 ,104.0 ,49.7 ,108.0 ,223 
2019/9/14,台北二,芒果 愛文,210.0 ,210.0 ,195.0 ,207.0 ,30 
2019/9/17,台北二,芒果 愛文,187.9 ,87.5 ,47.0 ,99.5 ,570 
2019/9/18,台北二,芒果 愛文,193.8 ,97.6 ,49.1 ,107.2 ,456 
2019/9/19,台北二,芒果 愛文,195.1 ,101.1 ,52.1 ,110.1 ,342 
2019/9/20,台北二,芒果 愛文,202.4 ,107.6 ,48.3 ,114.7 ,432 
2019/9/21,台北二,芒果 愛文,213.3 ,192.0 ,87.0 ,175.2 ,138 
2019/9/22,台北二,芒果 愛文,210.0 ,162.5 ,77.5 ,155.0 ,120 
2019/9/24,台北二,芒果 愛文,215.0 ,195.3 ,121.0 ,184.4 ,126 
2019/9/25,台北二,芒果 愛文,215.0 ,200.4 ,132.5 ,189.8 ,120 
2019/9/26,台北二,芒果 愛文,219.4 ,199.1 ,120.9 ,187.5 ,96 
2019/9/27,台北二,芒果 愛文,213.6 ,195.7 ,112.4 ,182.6 ,126 
2019/9/28,台北二,芒果 愛文,210.0 ,200.0 ,120.0 ,186.0 ,90 
2019/9/29,台北二,芒果 愛文,200.0 ,192.5 ,117.5 ,179.0 ,120 
2020/4/1,台北二,芒果 愛文,144.0 ,85.3 ,44.4 ,88.9 ,"2,666 "
2020/4/2,台北二,芒果 愛文,157.7 ,82.4 ,43.7 ,89.8 ,"2,523 "
2020/4/3,台北二,芒果 愛文,177.4 ,97.3 ,45.4 ,102.9 ,"2,239 "
2020/4/4,台北二,芒果 愛文,203.9 ,107.2 ,51.7 ,115.4 ,"2,158 "
2020/4/7,台北二,芒果 愛文,174.2 ,94.2 ,43.0 ,100.0 ,"5,026 "
2020/4/8,台北二,芒果 愛文,168.8 ,96.3 ,48.1 ,101.2 ,"3,210 "
2020/4/9,台北二,芒果 愛文,153.2 ,91.7 ,46.2 ,94.9 ,"5,149 "
2020/4/10,台北二,芒果 愛文,136.7 ,75.2 ,38.9 ,80.3 ,"4,501 "
2020/4/11,台北二,芒果 愛文,154.0 ,87.7 ,36.1 ,90.6 ,"4,978 "
2020/4/12,台北二,芒果 愛文,126.5 ,65.8 ,33.7 ,71.6 ,"7,151 "
2020/4/14,台北二,芒果 愛文,119.4 ,65.2 ,36.6 ,70.3 ,"11,200 "
2020/4/15,台北二,芒果 愛文,124.0 ,67.6 ,37.3 ,72.8 ,"5,487 "
2020/4/16,台北二,芒果 愛文,121.0 ,72.4 ,43.3 ,76.3 ,"5,897 "
2020/4/17,台北二,芒果 愛文,124.0 ,69.6 ,34.8 ,73.5 ,"8,492 "
2020/4/18,台北二,芒果 愛文,125.2 ,69.3 ,41.6 ,75.0 ,"8,054 "
2020/4/19,台北二,芒果 愛文,128.1 ,72.9 ,42.8 ,77.9 ,"10,154 "
2020/4/21,台北二,芒果 愛文,114.9 ,69.7 ,41.1 ,73.0 ,"18,050 "
2020/4/22,台北二,芒果 愛文,121.8 ,77.5 ,44.1 ,79.7 ,"13,456 "
2020/4/23,台北二,芒果 愛文,109.0 ,70.4 ,41.6 ,72.4 ,"13,214 "
2020/4/24,台北二,芒果 愛文,102.4 ,68.3 ,37.8 ,69.0 ,"11,793 "
2020/4/25,台北二,芒果 愛文,101.5 ,69.4 ,45.0 ,71.0 ,"10,980 "
2020/4/26,台北二,芒果 愛文,101.9 ,69.5 ,47.2 ,71.6 ,"12,366 "
2020/4/28,台北二,芒果 愛文,94.2 ,63.5 ,38.2 ,64.6 ,"20,088 "
2020/4/29,台北二,芒果 愛文,97.4 ,64.5 ,36.5 ,65.5 ,"14,864 "
2020/4/30,台北二,芒果 愛文,91.6 ,61.8 ,35.5 ,62.5 ,"19,511 "
2020/5/1,台北二,芒果 愛文,93.8 ,58.2 ,33.9 ,60.4 ,"21,330 "
2020/5/2,台北二,芒果 愛文,84.8 ,57.1 ,35.4 ,58.3 ,"27,532 "
2020/5/3,台北二,芒果 愛文,81.2 ,56.6 ,33.5 ,56.9 ,"23,681 "
2020/5/5,台北二,芒果 愛文,87.4 ,60.4 ,35.3 ,60.8 ,"28,650 "
2020/5/6,台北二,芒果 愛文,98.6 ,63.7 ,36.2 ,65.2 ,"25,896 "
2020/5/7,台北二,芒果 愛文,106.2 ,70.6 ,40.3 ,71.6 ,"24,054 "
2020/5/8,台北二,芒果 愛文,109.3 ,71.2 ,41.6 ,72.9 ,"23,647 "
2020/5/9,台北二,芒果 愛文,111.3 ,71.9 ,45.4 ,74.5 ,"25,146 "
2020/5/10,台北二,芒果 愛文,95.1 ,60.9 ,35.7 ,62.7 ,"33,171 "
2020/5/12,台北二,芒果 愛文,82.2 ,55.1 ,34.2 ,56.4 ,"38,124 "
2020/5/13,台北二,芒果 愛文,76.0 ,52.4 ,33.3 ,53.3 ,"33,053 "
2020/5/14,台北二,芒果 愛文,64.6 ,46.8 ,27.1 ,46.4 ,"34,131 "
2020/5/15,台北二,芒果 愛文,65.5 ,45.2 ,28.8 ,46.0 ,"37,085 "
2020/5/16,台北二,芒果 愛文,66.1 ,47.3 ,30.7 ,47.7 ,"39,079 "
2020/5/17,台北二,芒果 愛文,65.7 ,45.8 ,28.1 ,46.2 ,"44,240 "
2020/5/19,台北二,芒果 愛文,63.1 ,40.2 ,24.8 ,41.7 ,"61,166 "
2020/5/20,台北二,芒果 愛文,64.3 ,41.3 ,25.4 ,42.7 ,"43,824 "
2020/5/21,台北二,芒果 愛文,70.7 ,45.9 ,27.6 ,47.2 ,"38,597 "
2020/5/22,台北二,芒果 愛文,75.6 ,49.0 ,28.4 ,50.2 ,"37,594 "
2020/5/23,台北二,芒果 愛文,74.7 ,47.1 ,29.3 ,49.1 ,"39,724 "
2020/5/24,台北二,芒果 愛文,59.7 ,41.9 ,28.4 ,42.8 ,"54,328 "
2020/5/26,台北二,芒果 愛文,57.1 ,38.4 ,26.8 ,39.8 ,"78,118 "
2020/5/27,台北二,芒果 愛文,52.4 ,34.5 ,23.9 ,36.0 ,"66,840 "
2020/5/28,台北二,芒果 愛文,48.9 ,30.7 ,19.4 ,32.1 ,"59,372 "
2020/5/29,台北二,芒果 愛文,44.6 ,25.5 ,14.6 ,27.2 ,"67,443 "
2020/5/30,台北二,芒果 愛文,50.6 ,29.4 ,17.2 ,31.2 ,"57,988 "
2020/5/31,台北二,芒果 愛文,50.9 ,30.4 ,17.4 ,31.9 ,"65,191 "
2020/6/2,台北二,芒果 愛文,53.7 ,29.3 ,16.9 ,31.7 ,"67,429 "
2020/6/3,台北二,芒果 愛文,61.0 ,34.8 ,19.0 ,36.9 ,"40,028 "
2020/6/4,台北二,芒果 愛文,75.3 ,41.7 ,21.4 ,44.4 ,"39,199 "
2020/6/5,台北二,芒果 愛文,82.6 ,45.2 ,23.2 ,48.2 ,"32,787 "
2020/6/6,台北二,芒果 愛文,85.2 ,46.0 ,22.6 ,49.2 ,"36,800 "
2020/6/7,台北二,芒果 愛文,75.7 ,42.9 ,22.6 ,45.4 ,"41,983 "
2020/6/9,台北二,芒果 愛文,64.6 ,37.0 ,20.4 ,39.2 ,"58,099 "
2020/6/10,台北二,芒果 愛文,69.5 ,38.1 ,21.2 ,41.0 ,"28,929 "
2020/6/11,台北二,芒果 愛文,66.2 ,38.3 ,21.4 ,40.5 ,"34,893 "
2020/6/12,台北二,芒果 愛文,70.8 ,40.4 ,22.2 ,42.8 ,"25,993 "
2020/6/13,台北二,芒果 愛文,73.6 ,41.3 ,25.1 ,44.5 ,"35,320 "
2020/6/14,台北二,芒果 愛文,67.8 ,39.6 ,21.7 ,41.6 ,"43,165 "
2020/6/16,台北二,芒果 愛文,70.5 ,36.2 ,19.9 ,39.8 ,"51,070 "
2020/6/17,台北二,芒果 愛文,77.6 ,40.8 ,20.7 ,44.1 ,"28,905 "
2020/6/18,台北二,芒果 愛文,80.7 ,42.6 ,21.8 ,46.0 ,"31,052 "
2020/6/19,台北二,芒果 愛文,86.0 ,47.5 ,27.4 ,51.2 ,"30,775 "
2020/6/20,台北二,芒果 愛文,91.4 ,51.9 ,27.8 ,55.0 ,"32,470 "
2020/6/21,台北二,芒果 愛文,88.9 ,50.9 ,27.8 ,53.9 ,"37,278 "
2020/6/23,台北二,芒果 愛文,79.6 ,49.5 ,26.1 ,50.8 ,"47,985 "
2020/6/24,台北二,芒果 愛文,99.4 ,60.6 ,29.0 ,62.1 ,"20,764 "
2020/6/25,台北二,芒果 愛文,98.6 ,64.3 ,33.7 ,65.0 ,"22,360 "
2020/6/28,台北二,芒果 愛文,74.1 ,50.0 ,28.5 ,50.5 ,"40,086 "
2020/6/30,台北二,芒果 愛文,71.8 ,48.8 ,29.8 ,49.6 ,"31,369 "
2020/7/1,台北二,芒果 愛文,73.7 ,48.8 ,31.3 ,50.3 ,"19,337 "
2020/7/2,台北二,芒果 愛文,72.0 ,48.7 ,29.6 ,49.5 ,"21,584 "
2020/7/3,台北二,芒果 愛文,79.4 ,52.2 ,34.9 ,54.2 ,"18,654 "
2020/7/4,台北二,芒果 愛文,88.8 ,56.9 ,36.0 ,59.1 ,"18,607 "
2020/7/5,台北二,芒果 愛文,75.8 ,56.0 ,35.5 ,55.9 ,"27,875 "
2020/7/7,台北二,芒果 愛文,63.1 ,45.1 ,32.0 ,46.1 ,"37,995 "
2020/7/8,台北二,芒果 愛文,59.6 ,45.0 ,30.6 ,45.0 ,"24,851 "
2020/7/9,台北二,芒果 愛文,56.0 ,42.6 ,30.0 ,42.7 ,"21,559 "
2020/7/10,台北二,芒果 愛文,59.2 ,44.3 ,29.7 ,44.4 ,"18,327 "
2020/7/11,台北二,芒果 愛文,63.6 ,48.0 ,31.2 ,47.8 ,"14,289 "
2020/7/12,台北二,芒果 愛文,65.5 ,50.2 ,32.4 ,49.7 ,"16,526 "
2020/7/14,台北二,芒果 愛文,61.0 ,46.4 ,30.9 ,46.2 ,"28,706 "
2020/7/15,台北二,芒果 愛文,64.3 ,53.5 ,33.9 ,51.7 ,"18,510 "
