日期,市場,產品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
2016/8/10,台北二,芒果 金煌,122.2,98.8,68.7,97.4,"1,734"
2016/8/11,台北二,芒果 金煌,129.7,94.2,73.1,97.1,906
2016/8/12,台北二,芒果 金煌,137.5,104.7,68.6,104,744
2016/8/13,台北二,芒果 金煌,126.6,97.5,50.7,94,935
2016/8/14,台北二,芒果 金煌,145,97.3,62.2,99.8,891
2016/8/16,台北二,芒果 金煌,148.5,105.6,64,105.8,"1,095"
2016/8/17,台北二,芒果 金煌,153.6,116.3,56,111.7,924
2016/8/20,台北二,芒果 金煌,133.1,115.8,85.9,113.3,"1,012"
2016/8/21,台北二,芒果 金煌,127.4,66.1,46.1,74.4,582
2016/8/23,台北二,芒果 金煌,124.1,74.4,63.9,82.2,738
2016/8/24,台北二,芒果 金煌,100,100,94.4,98.9,108
2016/8/25,台北二,芒果 金煌,112.6,49.1,34.1,58.8,456
2016/8/27,台北二,芒果 金煌,82.5,43.6,25,47.6,264
2016/8/28,台北二,芒果 金煌,52,49.8,45,49.3,378
2016/8/30,台北二,芒果 金煌,56.4,41.5,36.3,43.4,486
2017/4/1,台北二,芒果 金煌,105.3,65.1,53.8,70.9,170
2017/4/2,台北二,芒果 金煌,140,125.7,90,121.4,42
2017/4/6,台北二,芒果 金煌,120,119.6,115,118.8,24
2017/4/7,台北二,芒果 金煌,100,100,100,100,15
2017/4/8,台北二,芒果 金煌,115,113.8,100,111.3,20
2017/4/9,台北二,芒果 金煌,135.4,77.7,60,85.7,222
2017/4/11,台北二,芒果 金煌,88.4,63.3,52.3,66.1,109
2017/4/13,台北二,芒果 金煌,95,95,95,95,30
2017/4/14,台北二,芒果 金煌,170,119.1,71.2,119.7,34
2017/4/15,台北二,芒果 金煌,170,103.3,70,110,48
2017/4/18,台北二,芒果 金煌,210,200,150,192,30
2017/4/21,台北二,芒果 金煌,45,45,45,45,30
2017/4/22,台北二,芒果 金煌,168.6,137.1,120,140,70
2017/4/23,台北二,芒果 金煌,145,123.3,70,117,109
2017/4/25,台北二,芒果 金煌,185,107.8,61.7,114,180
2017/4/26,台北二,芒果 金煌,189.8,138,55.1,131.8,61
2017/4/27,台北二,芒果 金煌,88.8,73.6,60,73.9,51
2017/4/28,台北二,芒果 金煌,140,101.4,61.9,101.2,46
2017/4/29,台北二,芒果 金煌,188.5,155.2,101.5,151.1,235
2017/4/30,台北二,芒果 金煌,100,96.5,72.4,92.4,72
2017/5/2,台北二,芒果 金煌,164.4,142.1,85.2,135.2,206
2017/5/3,台北二,芒果 金煌,100,83.8,76.7,85.6,162
2017/5/4,台北二,芒果 金煌,119.1,66.5,54.4,74.6,115
2017/5/5,台北二,芒果 金煌,173.7,116.3,53.4,115.2,192
2017/5/6,台北二,芒果 金煌,131.8,78.3,51.1,83.6,262
2017/5/7,台北二,芒果 金煌,163.5,130,70.9,124.9,234
2017/5/9,台北二,芒果 金煌,164.9,112.3,67.4,113.8,764
2017/5/10,台北二,芒果 金煌,149.9,107.5,57.9,106,325
2017/5/11,台北二,芒果 金煌,120.2,87,56.8,87.6,266
2017/5/12,台北二,芒果 金煌,108.9,87.9,54.3,85.4,140
2017/5/13,台北二,芒果 金煌,138.6,76.9,53.2,84.5,781
2017/5/14,台北二,芒果 金煌,140.4,78.4,43.4,83.8,676
2017/5/16,台北二,芒果 金煌,128.6,74.8,48.5,80.3,782
2017/5/17,台北二,芒果 金煌,124.9,61.7,32.9,68.6,636
2017/5/18,台北二,芒果 金煌,97.3,69.6,36.1,68.5,857
2017/5/19,台北二,芒果 金煌,132.3,70.7,37,76.3,896
2017/5/20,台北二,芒果 金煌,119.8,67.2,31.9,70.6,"1,038"
2017/5/21,台北二,芒果 金煌,101.4,49.5,27,55.3,654
2017/5/23,台北二,芒果 金煌,100.5,58.8,33.3,62,"1,322"
2017/5/24,台北二,芒果 金煌,98.9,33,21.1,43.8,"1,795"
2017/5/25,台北二,芒果 金煌,95.6,74.3,47.9,73.3,"1,738"
2017/5/26,台北二,芒果 金煌,95.7,61.3,34.5,62.8,"1,427"
2017/5/27,台北二,芒果 金煌,103.3,64.1,35.4,66.2,"1,646"
2017/5/28,台北二,芒果 金煌,97.8,64.8,34,65.3,"1,515"
2017/5/29,台北二,芒果 金煌,104.6,58.6,21,60.3,"1,984"
2017/5/30,台北二,芒果 金煌,97.9,58.9,31.3,61.2,"1,380"
2017/6/2,台北二,芒果 金煌,91.2,48.8,31.3,53.8,"3,562"
2017/6/3,台北二,芒果 金煌,84.6,60.1,20.4,57,"2,472"
2017/6/4,台北二,芒果 金煌,74.5,47.5,24.5,48.3,"3,295"
2017/6/6,台北二,芒果 金煌,78.5,54,30.6,54.2,"3,272"
2017/6/7,台北二,芒果 金煌,82,49.7,25.7,51.4,"3,137"
2017/6/8,台北二,芒果 金煌,79.6,58.9,29.8,57.2,"3,930"
2017/6/9,台北二,芒果 金煌,78.8,46.7,22.1,48.2,"3,834"
2017/6/10,台北二,芒果 金煌,68,44.7,19.9,44.4,"4,720"
2017/6/11,台北二,芒果 金煌,59.5,35.9,16.6,36.7,"3,891"
2017/6/13,台北二,芒果 金煌,53.7,37.6,24.6,38.2,"6,307"
2017/6/14,台北二,芒果 金煌,44.9,29.1,16.6,29.7,"5,019"
2017/6/15,台北二,芒果 金煌,37.4,20.5,8.1,21.4,"5,162"
2017/6/16,台北二,芒果 金煌,47.2,26,7.5,26.5,"4,622"
2017/6/17,台北二,芒果 金煌,48.3,33.8,18,33.5,"4,508"
2017/6/18,台北二,芒果 金煌,48,26.4,9.5,27.4,"5,594"
2017/6/20,台北二,芒果 金煌,51.7,37.1,22.3,37,"5,393"
2017/6/21,台北二,芒果 金煌,47.7,35.2,23.6,35.4,"6,853"
2017/6/22,台北二,芒果 金煌,46.5,34.6,22.3,34.5,"8,088"
2017/6/23,台北二,芒果 金煌,49.3,31.5,18.7,32.5,"8,215"
2017/6/24,台北二,芒果 金煌,44.1,31.9,17.8,31.5,"6,877"
2017/6/25,台北二,芒果 金煌,43.8,30.3,14.4,29.8,"4,921"
2017/6/27,台北二,芒果 金煌,45.3,30.4,17.1,30.7,"5,632"
2017/6/28,台北二,芒果 金煌,37.9,27.4,13.7,26.7,"6,271"
2017/6/29,台北二,芒果 金煌,38.1,27.7,15.2,27.3,"4,445"
2017/6/30,台北二,芒果 金煌,38.8,29.1,18.3,28.9,"7,858"
2017/7/1,台北二,芒果 金煌,43.6,31.2,14.2,30.3,"5,704"
2017/7/2,台北二,芒果 金煌,43.1,30.9,21.7,31.5,"7,368"
2017/7/4,台北二,芒果 金煌,41.2,32,20.5,31.5,"7,772"
2017/7/5,台北二,芒果 金煌,41.3,30.7,17.5,30.2,"6,887"
2017/7/6,台北二,芒果 金煌,46.5,34.4,22,34.3,"6,339"
2017/7/7,台北二,芒果 金煌,46.1,33.1,22.7,33.7,"6,231"
2017/7/8,台北二,芒果 金煌,44.9,33.6,23.2,33.8,"7,181"
2017/7/9,台北二,芒果 金煌,43,32.3,20.4,32.1,"7,543"
2017/7/11,台北二,芒果 金煌,44.8,33.8,17.8,32.8,"5,770"
2017/7/12,台北二,芒果 金煌,43.4,33.1,23.1,33.1,"4,588"
2017/7/13,台北二,芒果 金煌,43.5,30.7,20,31.1,"5,006"
2017/7/14,台北二,芒果 金煌,45.7,34,21.6,33.9,"3,390"
2017/7/15,台北二,芒果 金煌,45.2,33.9,18.2,33,"4,260"
2017/7/16,台北二,芒果 金煌,48.2,32.6,14.6,32.1,"4,049"
2017/7/18,台北二,芒果 金煌,51.5,34.8,22.4,35.7,"4,206"
2017/7/19,台北二,芒果 金煌,51.5,34.5,16.2,34.2,"5,182"
2017/7/20,台北二,芒果 金煌,50.3,34.3,21.8,35,"4,994"
2017/7/21,台北二,芒果 金煌,46.2,34.6,23.7,34.7,"6,221"
2017/7/22,台北二,芒果 金煌,50.8,34.7,21.6,35.3,"7,427"
2017/7/23,台北二,芒果 金煌,47.5,34,16.7,33.3,"7,229"
2017/7/25,台北二,芒果 金煌,44.4,32,21.2,32.3,"5,561"
2017/7/26,台北二,芒果 金煌,41.1,33.3,22.9,32.8,"5,801"
2017/7/27,台北二,芒果 金煌,41.1,30.6,17.8,30.2,"7,049"
2017/7/28,台北二,芒果 金煌,40.3,30.2,15.6,29.3,"6,159"
2017/7/29,台北二,芒果 金煌,47.1,32.8,16.7,32.4,"5,311"
2017/7/30,台北二,芒果 金煌,47.4,35.5,22.6,35.3,"4,573"
2017/8/1,台北二,芒果 金煌,51.4,32.8,22.7,34.5,"4,221"
2017/8/2,台北二,芒果 金煌,48.6,35.3,22.6,35.4,"5,418"
2017/8/3,台北二,芒果 金煌,58.2,41.5,27.2,42,"2,596"
2017/8/4,台北二,芒果 金煌,61.5,34.2,24.1,37.7,"2,694"
2017/8/5,台北二,芒果 金煌,58.2,34,23.2,36.7,"5,645"
2017/8/6,台北二,芒果 金煌,63,38,20.5,39.5,"7,894"
2017/8/8,台北二,芒果 金煌,54.4,34.3,20.4,35.5,"6,496"
2017/8/9,台北二,芒果 金煌,53.2,30.2,16.7,32.1,"4,892"
2017/8/10,台北二,芒果 金煌,55.9,40.9,26,40.9,"4,226"
2017/8/11,台北二,芒果 金煌,45.9,35.8,24.4,35.5,"4,560"
2017/8/12,台北二,芒果 金煌,52.6,34.7,21.5,35.6,"4,567"
2017/8/13,台北二,芒果 金煌,52.4,34.6,21.4,35.5,"4,816"
2017/8/15,台北二,芒果 金煌,65.8,43.2,26.3,44.3,"5,122"
2017/8/16,台北二,芒果 金煌,62.9,35,22.5,38.1,"3,534"
2017/8/17,台北二,芒果 金煌,62.9,36.6,24.1,39.4,"3,744"
2017/8/18,台北二,芒果 金煌,77.4,38.7,26.8,44,"4,304"
2017/8/19,台北二,芒果 金煌,81.8,37.6,24.2,43.8,"4,249"
2017/8/20,台北二,芒果 金煌,81.7,46.3,23.6,48.8,"4,195"
2017/8/22,台北二,芒果 金煌,83.6,51.6,31.7,54,"3,880"
2017/8/23,台北二,芒果 金煌,81.4,46.4,28.2,49.8,"3,333"
2017/8/24,台北二,芒果 金煌,75.3,42.1,24.2,45.2,"2,664"
2017/8/25,台北二,芒果 金煌,67.1,44.9,28.4,46,"1,850"
2017/8/26,台北二,芒果 金煌,60.6,40.4,27.9,41.9,"2,043"
2017/8/27,台北二,芒果 金煌,76.3,49.2,29.1,50.6,"2,433"
2017/8/29,台北二,芒果 金煌,56.6,41.2,25.4,41.1,"1,896"
2017/8/30,台北二,芒果 金煌,70.5,49.7,39.3,51.8,"1,104"
2017/8/31,台北二,芒果 金煌,69.3,53.8,39.1,54,"1,177"
2018/4/1,台北二,芒果 金煌,130,112.3,71.5,107.7,73
2018/4/3,台北二,芒果 金煌,120,117.2,60.8,106.5,180
2018/4/4,台北二,芒果 金煌,128.3,78.6,64.3,85.7,216
2018/4/7,台北二,芒果 金煌,120,71.2,55,77.7,66
2018/4/8,台北二,芒果 金煌,65,59.2,55,59.6,66
2018/4/10,台北二,芒果 金煌,106.4,69,49.4,72.6,215
2018/4/12,台北二,芒果 金煌,77,59.9,46,60.5,298
2018/4/13,台北二,芒果 金煌,90,58,51,63,150
2018/4/14,台北二,芒果 金煌,109.6,62.6,31.3,65.7,408
2018/4/15,台北二,芒果 金煌,103.6,83.3,41,78.9,509
2018/4/17,台北二,芒果 金煌,100,91.2,43.2,83.4,874
2018/4/18,台北二,芒果 金煌,69.9,46.8,37.7,49.6,128
2018/4/19,台北二,芒果 金煌,105,92.4,84.1,93.2,544
2018/4/20,台北二,芒果 金煌,94.2,86.1,69.8,84.5,588
2018/4/21,台北二,芒果 金煌,102.2,77.5,41.8,75.3,704
2018/4/22,台北二,芒果 金煌,97.5,84.8,48.6,80.1,475
2018/4/24,台北二,芒果 金煌,95.7,73.6,49.1,73.1,678
2018/4/25,台北二,芒果 金煌,87,64.4,26.7,61.4,358
2018/4/26,台北二,芒果 金煌,74.1,57.5,35.7,56.5,509
2018/4/27,台北二,芒果 金煌,102.8,70.6,30.4,69,218
2018/4/28,台北二,芒果 金煌,100,82.4,45.8,78.6,700
2018/4/29,台北二,芒果 金煌,115.4,81.6,43.6,80.8,804
2018/5/1,台北二,芒果 金煌,101.8,69.5,43.5,70.7,725
2018/5/2,台北二,芒果 金煌,91.8,69.3,57.2,71.4,368
2018/5/3,台北二,芒果 金煌,86.1,61.6,38.8,61.9,620
2018/5/4,台北二,芒果 金煌,67.8,58.3,47.5,58,358
2018/5/5,台北二,芒果 金煌,96.6,73.9,48.9,73.4,497
2018/5/6,台北二,芒果 金煌,80,57.6,37.8,58.1,910
2018/5/8,台北二,芒果 金煌,71.2,47.1,33.7,49.2,846
2018/5/9,台北二,芒果 金煌,75.6,52.9,38.4,54.5,805
2018/5/10,台北二,芒果 金煌,81.4,51.1,35.4,54,616
2018/5/11,台北二,芒果 金煌,82.8,50.8,30.2,53.1,908
2018/5/12,台北二,芒果 金煌,82.8,55,37.9,57.1,"1,543"
2018/5/13,台北二,芒果 金煌,90.4,60.8,36.5,61.9,"2,092"
2018/5/15,台北二,芒果 金煌,72.2,47.9,31.6,49.5,"3,080"
2018/5/16,台北二,芒果 金煌,80,49.2,26.9,50.9,"1,607"
2018/5/17,台北二,芒果 金煌,67.4,37.2,21.2,40,"1,544"
2018/5/18,台北二,芒果 金煌,54.5,38.3,26.8,39.3,870
2018/5/19,台北二,芒果 金煌,58.3,37.3,22.1,38.5,"1,880"
2018/5/20,台北二,芒果 金煌,54.7,36.1,19.6,36.5,"2,040"
2018/5/22,台北二,芒果 金煌,58.3,33.2,18.3,35.2,"2,430"
2018/5/23,台北二,芒果 金煌,54,36.3,24.4,37.5,"2,123"
2018/5/24,台北二,芒果 金煌,53.6,34.3,22.9,35.9,"2,543"
2018/5/25,台北二,芒果 金煌,65.6,43.4,26.1,44.4,"3,725"
2018/5/26,台北二,芒果 金煌,64.3,44.3,24.8,44.4,"4,433"
2018/5/27,台北二,芒果 金煌,63.3,44.1,28,44.7,"3,887"
2018/5/29,台北二,芒果 金煌,58.7,40.3,25.4,41,"4,834"
2018/5/30,台北二,芒果 金煌,46.9,33.8,21.2,33.9,"3,502"
2018/5/31,台北二,芒果 金煌,56.7,35,17.8,35.9,"2,953"
2018/6/1,台北二,芒果 金煌,59.8,38.3,24.8,39.9,"3,960"
2018/6/2,台北二,芒果 金煌,61.1,36.6,24.9,39.2,"5,535"
2018/6/3,台北二,芒果 金煌,59.3,37,25,39,"4,436"
2018/6/5,台北二,芒果 金煌,57.8,35.8,19.8,37,"6,396"
2018/6/6,台北二,芒果 金煌,50.1,37.6,18.5,36.3,"6,263"
2018/6/7,台北二,芒果 金煌,50.3,39.9,24.1,38.8,"5,614"
2018/6/8,台北二,芒果 金煌,48,33.7,18.9,33.6,"5,502"
2018/6/9,台北二,芒果 金煌,45.6,35.7,22.5,35,"4,646"
2018/6/10,台北二,芒果 金煌,48.1,34.7,22.5,35,"4,083"
2018/6/12,台北二,芒果 金煌,58.6,35.8,18.3,36.9,"6,984"
2018/6/13,台北二,芒果 金煌,67.8,37.9,19.6,40.2,"6,749"
2018/6/14,台北二,芒果 金煌,69.6,50,25.4,49,"4,233"
2018/6/15,台北二,芒果 金煌,62.9,45.8,27.7,45.6,"6,583"
2018/6/16,台北二,芒果 金煌,53.8,37.7,21.7,37.7,"10,849"
2018/6/17,台北二,芒果 金煌,51.2,35.8,23.2,36.4,"9,154"
2018/6/18,台北二,芒果 金煌,50.1,33,17.8,33.4,"4,958"
2018/6/21,台北二,芒果 金煌,46,34.2,17.6,33.2,"5,865"
2018/6/22,台北二,芒果 金煌,50,34.5,18.2,34.3,"3,317"
2018/6/23,台北二,芒果 金煌,51.2,37.9,23.5,37.7,"2,531"
2018/6/24,台北二,芒果 金煌,58.1,40.5,21.4,40.2,"3,298"
2018/6/26,台北二,芒果 金煌,53.3,37.8,21.6,37.7,"8,101"
2018/6/27,台北二,芒果 金煌,48.4,35,20.4,34.7,"8,384"
2018/6/28,台北二,芒果 金煌,42.7,29,16.4,29.3,"9,856"
2018/6/29,台北二,芒果 金煌,42,29.3,15.9,29.1,"8,939"
2018/6/30,台北二,芒果 金煌,39.2,29,14.2,28.1,"6,507"
2018/7/1,台北二,芒果 金煌,37.9,27.3,17.8,27.5,"6,759"
2018/7/3,台北二,芒果 金煌,36.2,27,14.3,26.3,"8,491"
2018/7/4,台北二,芒果 金煌,45.6,30.7,12.2,30,"6,114"
2018/7/5,台北二,芒果 金煌,43.5,31.7,20.2,31.8,"5,326"
2018/7/6,台北二,芒果 金煌,43.4,26.6,8.6,26.4,"4,312"
2018/7/7,台北二,芒果 金煌,40.9,30,14.6,29.1,"5,986"
2018/7/8,台北二,芒果 金煌,44.6,29.2,13.8,29.2,"5,817"
2018/7/10,台北二,芒果 金煌,46.6,28.8,14.7,29.5,"8,592"
2018/7/11,台北二,芒果 金煌,41.6,28.6,16.8,28.8,"5,312"
2018/7/12,台北二,芒果 金煌,45.8,33.3,19.2,33,"5,530"
2018/7/13,台北二,芒果 金煌,41.7,32.1,18.1,31.2,"7,541"
2018/7/14,台北二,芒果 金煌,39.7,31.7,15.6,30.1,"6,759"
2018/7/15,台北二,芒果 金煌,43.7,33,15.7,31.7,"5,454"
2018/7/17,台北二,芒果 金煌,42.7,31,19,31,"6,313"
2018/7/18,台北二,芒果 金煌,39.5,30.8,19.1,30.2,"5,252"
2018/7/19,台北二,芒果 金煌,41.6,31.4,15.7,30.3,"6,005"
2018/7/20,台北二,芒果 金煌,39.4,31.1,20.5,30.7,"7,758"
2018/7/21,台北二,芒果 金煌,38.6,29.2,18,28.8,"8,399"
2018/7/22,台北二,芒果 金煌,40.4,30.6,17.1,29.9,"5,945"
2018/7/24,台北二,芒果 金煌,40.1,32,23.3,31.9,"5,055"
2018/7/25,台北二,芒果 金煌,47.2,35,16.9,33.8,"4,557"
2018/7/26,台北二,芒果 金煌,49.2,37.1,21.2,36.4,"6,832"
2018/7/27,台北二,芒果 金煌,52.6,38,25.4,38.4,"4,767"
2018/7/28,台北二,芒果 金煌,55.5,38.7,24.7,39.3,"4,017"
2018/7/29,台北二,芒果 金煌,61.7,43.7,27.3,44,"4,025"
2018/7/31,台北二,芒果 金煌,61.4,40.9,20.3,40.8,"5,453"
2018/8/1,台北二,芒果 金煌,59.3,41.1,27.9,42.1,"3,384"
2018/8/2,台北二,芒果 金煌,55.1,38.3,22.3,38.4,"4,723"
2018/8/3,台北二,芒果 金煌,59.2,37.6,20.1,38.4,"3,819"
2018/8/4,台北二,芒果 金煌,53.8,40.9,21.5,39.6,"5,884"
2018/8/5,台北二,芒果 金煌,58.5,41,24.3,41.1,"3,646"
2018/8/7,台北二,芒果 金煌,59.5,46.4,25.2,44.8,"5,511"
2018/8/8,台北二,芒果 金煌,67,47.6,29.7,47.9,"2,722"
2018/8/9,台北二,芒果 金煌,74.4,53.2,33.5,53.5,"3,492"
2018/8/10,台北二,芒果 金煌,82.3,61.3,25.4,58.3,"3,597"
2018/8/11,台北二,芒果 金煌,84.8,53.2,22.6,53.4,"3,984"
2018/8/12,台北二,芒果 金煌,70.7,56.7,28.4,53.9,"4,221"
2018/8/14,台北二,芒果 金煌,69.9,55.3,25.6,52.3,"3,650"
2018/8/15,台北二,芒果 金煌,72.2,46.8,22,46.9,"3,419"
2018/8/16,台北二,芒果 金煌,74,55.3,21.1,52.2,"1,738"
2018/8/17,台北二,芒果 金煌,78.4,49,15.5,48.2,"2,533"
2018/8/18,台北二,芒果 金煌,81.3,54.4,28.4,54.6,"2,345"
2018/8/19,台北二,芒果 金煌,84.9,49.4,24.8,51.6,"2,675"
2018/8/21,台北二,芒果 金煌,92.3,66.3,40.8,66.4,"1,662"
2018/8/22,台北二,芒果 金煌,100,81.8,42.3,77.5,"1,016"
2018/8/23,台北二,芒果 金煌,100,73,40.1,71.8,"1,424"
2018/8/24,台北二,芒果 金煌,100,62.6,11.8,59.9,"1,393"
2018/8/25,台北二,芒果 金煌,111.2,62.2,42.1,68,972
2018/8/28,台北二,芒果 金煌,83.6,37.9,13.2,42.1,422
2018/8/29,台北二,芒果 金煌,100,48.4,29.4,54.9,732
2018/8/30,台北二,芒果 金煌,99.4,48.9,24.3,54.1,678
2018/8/31,台北二,芒果 金煌,70,67.8,60,66.7,126
2019/4/2,台北二,芒果 金煌,110.5,70.9,39.8,72.6,"1,192"
2019/4/3,台北二,芒果 金煌,98.4,63.4,46.5,67,"1,684"
2019/4/4,台北二,芒果 金煌,94.1,61.6,41.2,64,"1,633"
2019/4/7,台北二,芒果 金煌,106.1,79.9,33.2,75.8,936
2019/4/9,台北二,芒果 金煌,100.3,67.9,52.5,71.3,"1,226"
2019/4/10,台北二,芒果 金煌,82.5,58.2,37.1,58.8,"1,287"
2019/4/11,台北二,芒果 金煌,86.4,61.1,32.5,60.4,960
2019/4/12,台北二,芒果 金煌,71.5,56.2,48.6,57.7,392
2019/4/13,台北二,芒果 金煌,70.3,50.1,41.3,52.4,"1,794"
2019/4/14,台北二,芒果 金煌,68.6,51,32.8,50.8,"1,751"
2019/4/16,台北二,芒果 金煌,90.4,53.8,31.9,56.7,"1,830"
2019/4/17,台北二,芒果 金煌,86.4,64.1,47,65.1,"3,111"
2019/4/18,台北二,芒果 金煌,90.8,64.5,40.9,65,"2,705"
2019/4/19,台北二,芒果 金煌,85.5,61.4,40.1,61.9,"2,390"
2019/4/20,台北二,芒果 金煌,93.7,63,43.5,65.2,917
2019/4/21,台北二,芒果 金煌,84.8,64.5,43.6,64.4,"1,502"
2019/4/23,台北二,芒果 金煌,83.6,58,36.5,58.8,"2,243"
2019/4/24,台北二,芒果 金煌,80.8,64.7,41.2,63.2,"1,797"
2019/4/25,台北二,芒果 金煌,76.4,60.4,39.1,59.3,"2,327"
2019/4/26,台北二,芒果 金煌,74.4,53.1,36,54,"2,712"
2019/4/27,台北二,芒果 金煌,85.9,61.3,34.2,60.8,"2,383"
2019/4/28,台北二,芒果 金煌,84.5,57.5,28.9,57.2,"2,541"
2019/4/30,台北二,芒果 金煌,80.6,63.8,36.4,61.7,"2,384"
2019/5/1,台北二,芒果 金煌,80.3,60.5,38.4,60.1,"2,038"
2019/5/2,台北二,芒果 金煌,84.5,52.7,29.5,54.4,"2,061"
2019/5/3,台北二,芒果 金煌,88,65.1,39.5,64.6,"3,055"
2019/5/4,台北二,芒果 金煌,93,65,42.2,66,"4,377"
2019/5/5,台北二,芒果 金煌,81.9,56.6,35.3,57.4,"2,190"
2019/5/7,台北二,芒果 金煌,95.1,51.7,28.7,55.8,"1,877"
2019/5/8,台北二,芒果 金煌,84.1,56.4,34,57.5,"1,760"
2019/5/9,台北二,芒果 金煌,78.5,47.3,32.8,50.6,"2,525"
2019/5/10,台北二,芒果 金煌,85.3,46.6,33.2,51.7,"2,409"
2019/5/11,台北二,芒果 金煌,72.2,49.3,30.7,50.1,"3,325"
2019/5/12,台北二,芒果 金煌,68.3,50.9,24.6,49.1,"3,170"
2019/5/14,台北二,芒果 金煌,73.7,51.9,27.8,51.4,"3,374"
2019/5/15,台北二,芒果 金煌,75.8,47.3,23.6,48.3,"3,285"
2019/5/17,台北二,芒果 金煌,78,50.2,23.6,50.5,"7,049"
2019/5/18,台北二,芒果 金煌,75.9,52.5,25,51.7,"6,273"
2019/5/19,台北二,芒果 金煌,84.2,56.7,27.6,56.4,"5,939"
2019/5/21,台北二,芒果 金煌,79.2,55.3,30.2,55.1,"4,418"
2019/5/22,台北二,芒果 金煌,79,50.9,35.4,53.4,"4,724"
2019/5/23,台北二,芒果 金煌,80.8,46.5,26.7,49.4,"3,581"
2019/5/24,台北二,芒果 金煌,78.6,57.2,28.9,55.8,"4,323"
2019/5/25,台北二,芒果 金煌,80.4,54.8,31,55.2,"5,145"
2019/5/26,台北二,芒果 金煌,62.2,44.8,26.2,44.5,"6,052"
2019/5/28,台北二,芒果 金煌,60.7,39.3,22.5,40.2,"7,424"
2019/5/29,台北二,芒果 金煌,57.8,35.2,20.5,36.8,"6,119"
2019/5/30,台北二,芒果 金煌,56.2,34.8,21.6,36.4,"6,243"
2019/5/31,台北二,芒果 金煌,62,40,24.9,41.4,"8,685"
2019/6/1,台北二,芒果 金煌,59.6,40.7,25,41.4,"6,425"
2019/6/2,台北二,芒果 金煌,63,45,26.3,44.8,"7,213"
2019/6/4,台北二,芒果 金煌,65.6,43.5,26.4,44.5,"10,405"
2019/6/5,台北二,芒果 金煌,71.8,41.1,24.8,44,"7,833"
2019/6/6,台北二,芒果 金煌,77.2,46.6,28.5,49.1,"11,206"
2019/6/7,台北二,芒果 金煌,62.7,44.1,27.9,44.6,"10,161"
2019/6/8,台北二,芒果 金煌,64,41.7,27.1,43.2,"5,601"
2019/6/11,台北二,芒果 金煌,49.7,34.7,22.2,35.2,"14,801"
2019/6/12,台北二,芒果 金煌,42.6,27.8,14.5,28.1,"13,423"
2019/6/13,台北二,芒果 金煌,45,32,15.3,31.3,"8,655"
2019/6/14,台北二,芒果 金煌,49.4,33.3,18.3,33.5,"8,169"
2019/6/15,台北二,芒果 金煌,51.2,35.6,22.9,36.2,"10,802"
2019/6/16,台北二,芒果 金煌,55.9,38.3,18.2,37.8,"9,842"
2019/6/18,台北二,芒果 金煌,47.6,31,19,31.9,"13,424"
2019/6/19,台北二,芒果 金煌,44.5,31.8,16.2,31.2,"8,553"
2019/6/20,台北二,芒果 金煌,41.7,26.8,16.7,27.8,"7,529"
2019/6/21,台北二,芒果 金煌,40.4,28.8,16,28.6,"9,527"
2019/6/22,台北二,芒果 金煌,37.4,26.8,16.4,26.8,"12,480"
2019/6/23,台北二,芒果 金煌,37,26.9,16.1,26.8,"12,055"
2019/6/25,台北二,芒果 金煌,34.4,24.9,15.3,24.9,"13,120"
2019/6/26,台北二,芒果 金煌,38.5,26.8,15.4,26.8,"8,351"
2019/6/27,台北二,芒果 金煌,38.6,27.6,16,27.5,"9,415"
2019/6/28,台北二,芒果 金煌,37.9,26.2,16.3,26.6,"10,178"
2019/6/29,台北二,芒果 金煌,40.1,24.6,13.2,25.4,"8,586"
2019/6/30,台北二,芒果 金煌,41.3,25.7,15.2,26.7,"11,896"
2019/7/2,台北二,芒果 金煌,41,28.9,17.1,29,"13,337"
2019/7/3,台北二,芒果 金煌,39.9,23.4,10.7,24.2,"11,643"
2019/7/4,台北二,芒果 金煌,38.3,23.8,12.8,24.5,"9,849"
2019/7/5,台北二,芒果 金煌,34.1,21.1,13.6,22.2,"5,452"
2019/7/6,台北二,芒果 金煌,38.8,23.8,13.5,24.7,"6,627"
2019/7/7,台北二,芒果 金煌,42.4,29.6,17.9,29.8,"8,521"
2019/7/9,台北二,芒果 金煌,41,26.7,16.6,27.5,"8,864"
2019/7/10,台北二,芒果 金煌,42.1,26.3,16.8,27.6,"6,903"
2019/7/11,台北二,芒果 金煌,42.7,27.3,16.2,28.2,"6,999"
2019/7/12,台北二,芒果 金煌,43.6,29.8,16.5,29.9,"6,169"
2019/7/13,台北二,芒果 金煌,42.3,30.8,17.7,30.5,"10,569"
2019/7/14,台北二,芒果 金煌,42.4,29.7,18.3,29.9,"7,469"
2019/7/16,台北二,芒果 金煌,48.1,31.7,17.1,32.1,"16,131"
2019/7/17,台北二,芒果 金煌,48.9,31.2,19.8,32.5,"9,542"
2019/7/18,台北二,芒果 金煌,43.6,29.7,18.2,30.2,"9,306"
2019/7/19,台北二,芒果 金煌,47,29.7,16.9,30.6,"7,179"
2019/7/20,台北二,芒果 金煌,47,33,19.3,33.1,"9,321"
2019/7/21,台北二,芒果 金煌,46.7,31.2,18.3,31.7,"13,118"
2019/7/23,台北二,芒果 金煌,41.1,28.8,18.5,29.2,"11,721"
